Name/Code,Key Characteristics,Overall Outer Diameter (or size Width xThickness for flat cable) in inch,Service/Function,Voltage Rating,Insulation,Jacket,Raceway Type,TID (Mrad),Manuf. & Model,Comments,Spec File Name,Request #,Revsion,Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C1/0TC6V,"Single Conductor, 1/0 AWG, Tray Cable",0.182,Power Distribution Feeder,600,"XHHW, CPE",None,Tray or Conduit,100,"Service Wire Co. XHHW-2, VW-1, 600 Volt Copper 1/0 AWG", ,ServiceWire-XHHW2_VW-1.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C10DEL,"1 Conductor 10 AWG, Locomotive cable",0.257,Flexible cabling for Magnet Power,2000,EPR,None,Conduit Only,300,Amercable 37119203,,Amercable_37119203.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C10SLW,"single Conductor, 10 AWG, High Voltage Silicone Lead Wire,stranded, tin coated copper wire, white",0.175,VAC RGA,5kVDC,Silicone rubber,N/A,Flexible Electrical Metallic Conduit,100,ROWE R800-0510-9, ,"Rowe-R800-0510-9.pdf
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C13RG213,"RG-213, 1 Conductor, 13 AWG bare copper, Outer Conductor - 33 AWG bare copper with 95.3% coverage.",0.405, RF,3700 RMS,Solid PE,XLPE,Tray or Conduit,100,Times Microwave AA-7287, ,TimesMicrowave-AA-7287.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C13RG-214,"RG-214, 13 AWG",0.425,RHIC listing,Comm,Solid PE,Flame Retardant PVC,Tray or Conduit,100,CommScope 7714 Black, ,CommScope-7714.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C14HT6V,"Single Conductor, 14 AWG, Type TGGT, High Temp Power and Control Cable",0.14,High Current Wire for 4.5 K Cold Box,600,PTFE Teflon,Glass Braid Teflon,Conduit Only,0.1,Manhattan M70556,Not for Use in Tunnel ,ManhattanCable_M70556.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C163V,"Single Conductor, 16 AWG Tinned copper, hook-up lead, UL AWM Style 1061",0.078,Power to various detector electronics boards ,300,PVC,NA,Tray or Conduit,100,Belden 9980, ,Belden9980.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C18_ETFE6V,"Single Conductor, 18 AWG, MIL-W-22759/16, Flouropolymer Insulated, Extruded ETFE, Medium wieght, Tin Coated Copper Conductor, 600 Volt, 150 Deg C",0.061,Magnet Klixon Cables,600,Extruded ETFE,N/A,N/A (Local on Magnet),200,Harbour MIL-W-22759/16-18-X,"   ""X"" in the part number is for color codes per MIL-STD-681.  (White = 9)",Harbour-Mil-W-22759_16-18.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C18RG-6,"RG-6, 18 AWG, rated for tray use",0.3,ControlNet,NA,Foam PE,PVC,Tray or Conduit,100,"CommScope 5060 General Purpose, Black",,CommScope-5060.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C18RG-6/U,"Coax, RG-6/U, 18 AWG 75 ohm",0.298,Allen-Bradley ControlNet,N/A,PE,PVC,Tray or Conduit,100,Belden 3092A, ,Belden3092A.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C18RG-6/U-P,"1 conductor, 18 AWG Plenum RG-6/U Type,solid bare copper covered steel conductor, foam FEP insulation, Duobond? IV quad shield, fluorocopolymer jacket, Plenum Rated",0.274,CER-CCR PPS CNET,Comm,FFEP - Foam Fluorinated Ethylene Propylene,PVDF - Fluorocopolymer,Cable Trays and Plenum Spaces,1,Belden 3132A, ,Belden3132A.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C18SLW,"single Conductor, 18 AWG, High Voltage Silicone Lead Wire,stranded, tin coated copper wire, white",0.11,VAC RGA,5kVDC,Silicone rubber,N/A,Flexible Electrical Metallic Conduit,100,ROWE R800-0518-9, ,Rowe-R800-0518-9.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C18TC_LOC,"single Conductor, 18 AWG, stranded, Rockbestos-Suprrenant 125 degree, locomotive wire, Cable has been Rad hardened via irradiation.",0.12,Magnet System Klixon's,600,XLPO,None,Conduit,100,Suprenant-Exane_1069A-LXE-18-600V, ,Suprenant-Exane_1069A-LXE-18-600V.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C18TC_TRAN,"single Conductor, 18 AWG, stranded, Rockbestos-Suprenant 110 degree, transit wire, Cable has been Rad hardened via irradiation.",0.107,Magnet System Klixon's,600,XLPO,None,Conduit,100,Suprenant-Exane_1068A-TXE-18-600V, ,Suprenant-Exane_1068A-TXE-18-600V.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C19RG-223,"RG-223/U, One Conductor, 19 AWG, Tray Rated (UL 1581 Vertical Tray Flame Test, CL2, NEC 725)",0.234,"controls, beam diagnostic",Comm,PE,PVC,Tray or Conduit,100,Coleman 991783-xx-08, ,Coleman-991783-xx-08.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C19RG-223TC,"RG-223/U, One Conductor Coax, 19 AWG, Tray Rated (Low Smoke, Non-Halogen)",0.212,"Diagnostics -  ND Signals, WS signals",Comm,PE,PVC,Tray or Conduit,100,Times-Microwave AA-7294, ,TM_AA-7294CatalogSection.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C2/0TC6V,"Single Conductor, 2/0 AWG, Tray Cable",0.517,Power Distribution Feeder,600,"XHHW, CPE",None,Tray or Conduit,100,"Service Wire Co. XHHW-2, VW-1, 600 Volt Copper 2/0 AWG", ,ServiceWire-XHHW2_VW-1.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C203V,"Single Conductor, 20 AWG Tinned copper, hook-up lead, UL AWM Style 1061",0.057,Power to various detector electronics boards ,300,PVC,NA,Tray or Conduit,100,Belden 9982, ,Belden9982.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C20LMR100APVC,"Drop in replacement for RG-316, PE dielectric",0.11,Rf Controls,Comm,Solid PE,Flame Retardant PVC,Conduit only,100,Times Microwave LMR-100A-PVC (Part 54119), ,TimeMicrowave-LMR-100A.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C20LMR195PVC,"Drop in replacement for RG-58, PE dielectric",0.195,Rf Controls,Comm,Solid PE,Flame Retardant PVC,Tray or Conduit,100,Times Microwave LMR-195-PVC (Part 54105), ,TimeMicrowave-LMR-195.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C20NTERG-59,"NON-TRIBO-ELECTRIC, RG-59, DUOBOND PLUS - 95% BRAID,       CATV OR CM RATED",0.242,Signal Cable,Comm,GAS INJECTED FOAM PE,PVC,Tray or Conduit,100,Belden 9054, ,Belden9054.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C20RG-58,"1 Conductor, 20 AWG, RG-58, Solid",0.195,Linac,Comm,Solid PE,Flame Retardant PVC,Tray or Conduit,100,"CommScope 3130, Black", ,CommScope-3130.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C20RG-58_STRANDED,"1 Conductor, 20 AWG, Coax, stranded, RG-58/U",0.193, CCG Collector Cables,Comm,Foam PE,PVC,Tray or Conduit,100,Belden 8219, ,Belden8219.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C20RG-59,"RG-59, 20 AWG",0.265,Linac,Comm,Foam PE,Flame Retardant PVC,Tray or Conduit,100,"CommScope 5540, Black", ,CommScope-5540.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C20RG-59_9104,"1 Conductor, RG-59/U 20 AWG, Broadband Coax Cable",0.237,GPS antenna pigtail,300,Foam PE,PVC,Tray or Conduit,100,Belden 9104, ,Belden9104.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C20RG-59Red,"RG-59, 20 AWG, with red jacket",0.265,Linac,Comm,Foam PE,Flame Retardant PVC,Tray or Conduit,100,"CommScope 5540, Red", ,CommScope-5540Red.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C20RG-59U_Triax,"Single Conductor 20 AWG Solid bare copper Conductor, Video Triax Cable",0.225,Fast Valve Sensors,Comm,Foam High Density PE (FHDPE),PVC (inner and outer jackets),Tray or Conduit,100,Belden 8232A, ,Belden8232A.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C22AWG_RG-59/U,"1 Conductor, 22 AWG, Coax, Standed Conductor",0.241,Video Signal,Comm,FPE,PVC,Tray or Conduit,100,Belden 9259, ,Belden9259.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C22RG-59Red,"RG-59/U, One Conductor, 22 AWG, Tray Rated, Red Jacketed (UL 1581 Vertical Tray Flame Test, CL2)",0.242,ION Chamber BLM HV Cable,Comm,PE,PVC,Tray or Conduit,100,Coleman 991057-xx-04,"   ""xx"" = 05 for 500 ft roll, or 06 for 1000 ft roll.",Coaleman-991057-xx-04.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C250TC6V,"Single Conductor, 250 AWG, Tray Cable",0.713,Power Distribution Feeder,600,"XHHW, CPE",None,Tray or Conduit,100,"Service Wire Co. XHHW-2, VW-1, 600 Volt Copper 250 AWG", ,ServiceWire-XHHW2_VW-1.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C262DEL,1 Conductor 262..6 Locomotive cable,0.973,Flexible cabling for Magnet Power,2000,EPR,CPE,Tray or Conduit,100,Amercable 37119215, ,Amercable_37119215.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C3/0TC6V,"Single Conductor, 3/0 AWG, Tray Cable",0.567,Power Distribution Feeder,600,"XHHW, CPE",None,Tray or Conduit,100,"Service Wire Co. XHHW-2, VW-1, 600 Volt Copper 3/0 AWG", ,ServiceWire-XHHW2_VW-1.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C3/0TC6V_XLPU2,"Single Conductor, 3/0 AWG, Tray Cable",0.617,Power Distribution Feeder,600,XLP USE-2,N/A,Tray or Conduit,100,Service Wire XLP USE-2 VW-1 RHH/RHW-2, ,Servicewire_XLP_USE-2_RHH_RHW-2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C300TC6V,"Single Conductor, 300 AWG, Tray Cable",0.759,Power Distribution Feeder,600,"XHHW, CPE",None,Tray or Conduit,100,"Service Wire Co. XHHW-2, VW-1, 600 Volt Copper 300 AWG", ,ServiceWire-XHHW2_VW-1.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C350TC6V,"Single Conductor, 350 AWG, Tray Cable",0.819,Power Distribution Feeder,600,"XHHW, CPE",None,Tray or Conduit,100,"Service Wire Co. XHHW-2, VW-1, 600 Volt Copper 350 AWG", ,ServiceWire-XHHW2_VW-1.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C4/0DEL,1 Conductor 4/0 Locomotive cable,0.839,Flexible cabling for Magnet Power,2000,EPR,CPE,Tray or Conduit,100,Amercable 37119214,,Amercable_37119214.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C4/0DELGC,"1 Conductor 4/0 Locomotive cable, Tray Rated, Black",0.87,Flexible cabling for Magnet Power,2000,EPR,CPE,Tray or Conduit,100,General Cable 81940, ,General-DLO-81940-99-01.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
